0	0.1
0.000000125	0.256434465
0.00000025	0.409016994
0.000000375	0.5539905
0.0000005	0.687785252
0.000000625	0.807106781
0.00000075	0.909016994
0.000000875	0.991006524
0.000001	1.051056516
0.000001125	1.087688341
0.00000125	1.1
0.000001375	1.087688341
0.0000015	1.051056516
0.000001625	0.991006524
0.00000175	0.909016994
0.000001875	0.807106781
0.000002	0.687785252
0.000002125	0.5539905
0.00000225	0.409016994
0.000002375	0.256434465
0.0000025	0.1
0.000002625	0.1
0.00000275	0.1
0.000002875	0.1
0.000003	0.1
0.000003125	0.1
0.00000325	0.1
0.000003375	0.1
0.0000035	0.1
0.000003625	0.1
0.00000375	0.1
0.000003875	0.1
0.000004	0.1
0.000004125	0.1
0.00000425	0.1
0.000004375	0.1
0.0000045	0.1
0.000004625	0.1
0.00000475	0.1
0.000004875	0.1
0.000005	0.1
